survey_round,variable,fct_source,rolling_1y_target,rolling_1y_forecast,rolling_2y_target,rolling_2y_forecast,next_year_target,next_year_forecast,current_year_target,current_year_forecast,survey_year,survey_quarter
2003Q2,RGDP,93,2003Q4,1.0,2004Q4,2.5,2004,2.5,2003,1.0,2003,2
2003Q2,RGDP,94,2003Q4,1.98,2004Q4,2.0,2004,2.0,2003,1.5,2003,2
2003Q2,RGDP,95,2003Q4,1.2,2004Q4,2.3,2004,2.0,2003,1.0,2003,2
2003Q2,RGDP,96,2003Q4,1.7,2004Q4,2.2,2004,1.9,2003,0.9,2003,2
2003Q3,HICP,1,,,,,2004,1.5,2003,1.8,2003,3
2003Q3,HICP,2,2004Jun,1.8,2005Jun,1.8,2004,1.8,2003,2.0,2003,3
2003Q3,HICP,4,2004Jun,1.5,,,2004,1.5,2003,1.9,2003,3
2003Q3,HICP,7,,,,,2004,1.2,2003,1.9,2003,3
2003Q3,HICP,9,2004Jun,1.7,2005Jun,1.9,2004,1.8,2003,1.9,2003,3
2003Q3,HICP,10,2004Jun,1.57856433,2005Jun,1.83752485,2004,1.61602058,2003,1.91046167,2003,3
2003Q3,HICP,11,2004Jun,1.3,2005Jun,1.8,2004,1.4,2003,1.8,2003,3
2003Q3,HICP,14,2004Jun,1.1,2005Jun,1.5,2004,1.3,2003,2.0,2003,3
2003Q3,HICP,15,2004Jun,1.4,2005Jun,1.6,2004,1.4,2003,1.8,2003,3
2003Q3,HICP,16,2004Jun,1.5,2005Jun,1.3,2004,1.4,2003,1.8,2003,3
2003Q3,HICP,17,2004Jun,0.6,2005Jun,1.1,2004,0.5,2003,1.4,2003,3
2003Q3,HICP,19,2004Jun,1.3,2005Jun,2.0,2004,1.3,2003,2.1,2003,3
2003Q3,HICP,20,2004Jun,1.7,2005Jun,1.8,2004,1.7,2003,2.0,2003,3
2003Q3,HICP,23,2004Jun,1.7,2005Jun,2.0,2004,1.5,2003,2.0,2003,3
2003Q3,HICP,24,2004Jun,1.0,2005Jun,1.5,2004,1.2,2003,1.8,2003,3
2003Q3,HICP,26,2004Jun,1.5,2005Jun,1.8,2004,1.4,2003,1.9,2003,3
2003Q3,HICP,29,2004Jun,1.4,,,2004,1.4,2003,1.8,2003,3
2003Q3,HICP,30,,,,,2004,1.9,2003,2.0,2003,3
2003Q3,HICP,32,2004Jun,1.7,2005Jun,1.8,2004,1.6,2003,2.0,2003,3
2003Q3,HICP,33,2004Jun,1.8,2005Jun,2.0,2004,1.6,2003,2.0,2003,3
2003Q3,HICP,35,2004Jun,1.9,,,,,2003,2.0,2003,3
2003Q3,HICP,36,2004Jun,2.2,2005Jun,2.4,2004,2.2,2003,1.9,2003,3
2003Q3,HICP,37,2004Jun,1.8,2005Jun,2.0,2004,1.8,2003,2.0,2003,3
2003Q3,HICP,39,2004Jun,1.6,2005Jun,2.0,2004,1.6,2003,2.0,2003,3
2003Q3,HICP,41,2004Jun,1.6,2005Jun,1.6,2004,1.6,2003,1.9,2003,3
2003Q3,HICP,42,2004Jun,1.7,2005Jun,1.6,2004,1.7,2003,2.1,2003,3
2003Q3,HICP,45,,,,,2004,1.6,2003,2.0,2003,3
2003Q3,HICP,47,2004Jun,1.5,,,2004,1.5,2003,2.0,2003,3
2003Q3,HICP,48,,,,,2004,1.6,2003,1.9,2003,3
2003Q3,HICP,52,2004Jun,1.5,2005Jun,1.7,2004,1.2,2003,1.9,2003,3
2003Q3,HICP,53,2004Jun,1.4,2005Jun,1.8,2004,1.5,2003,1.9,2003,3
2003Q3,HICP,54,2004Jun,1.2,2005Jun,1.8,2004,1.5,2003,1.9,2003,3
2003Q3,HICP,56,2004Jun,1.5,,,2004,1.6,2003,1.8,2003,3
2003Q3,HICP,57,2004Jun,1.6,2005Jun,1.8,2004,1.4,2003,1.9,2003,3
2003Q3,HICP,59,2004Jun,1.1,2005Jun,1.6,2004,1.1,2003,1.9,2003,3
2003Q3,HICP,60,2004Jun,1.5,2005Jun,1.9,2004,1.5,2003,2.0,2003,3
2003Q3,HICP,63,2004Jun,1.3,2005Jun,1.8,2004,1.4,2003,1.8,2003,3
2003Q3,HICP,71,2004Jun,1.1,2005Jun,1.8,2004,1.3,2003,2.0,2003,3
2003Q3,HICP,72,2004Jun,1.5,2005Jun,1.6,2004,1.6,2003,2.0,2003,3
2003Q3,HICP,73,2004Jun,1.5,2005Jun,1.3,2004,1.5,2003,2.0,2003,3
2003Q3,HICP,76,2004Jun,1.0,2005Jun,1.2,2004,1.2,2003,2.0,2003,3
2003Q3,HICP,80,2004Jun,0.9,2005Jun,1.0,2004,1.1,2003,2.0,2003,3
2003Q3,HICP,82,2004Jun,1.1,2005Jun,1.0,2004,1.1,2003,1.9,2003,3
2003Q3,HICP,84,2004Jun,1.5,2005Jun,1.9,2004,1.7,2003,2.0,2003,3
2003Q3,HICP,85,2004Jun,1.9,,,2004,1.8,2003,2.0,2003,3
2003Q3,HICP,87,2004Jun,1.5,2005Jun,1.8,2004,1.4,2003,2.0,2003,3
2003Q3,HICP,89,2004Jun,1.7,2005Jun,1.7,2004,1.8,2003,2.0,2003,3
2003Q3,HICP,90,2004Jun,1.4,2005Jun,2.0,2004,1.4,2003,2.1,2003,3
2003Q3,HICP,91,2004Jun,1.9,2005Jun,2.0,2004,1.9,2003,2.2,2003,3
2003Q3,HICP,92,2004Jun,1.8,2005Jun,1.9,2004,1.7,2003,2.1,2003,3
2003Q3,HICP,93,2004Jun,1.9,2005Jun,2.0,2004,1.7,2003,1.8,2003,3
2003Q3,HICP,95,2004Jun,1.6,2005Jun,1.6,2004,1.6,2003,1.8,2003,3
2003Q3,HICP,96,2004Jun,1.9,,,2004,1.9,2003,2.1,2003,3
2003Q3,RGDP,1,,,,,2004,1.6,2003,0.5,2003,3
2003Q3,RGDP,2,2004Q1,1.0,2005Q1,2.5,2004,1.0,2003,0.4,2003,3
2003Q3,RGDP,4,,,,,2004,2.0,2003,0.8,2003,3
2003Q3,RGDP,7,,,,,2004,1.7,2003,0.7,2003,3
2003Q3,RGDP,9,2004Q1,1.3,2005Q1,2.2,2004,1.8,2003,0.8,2003,3
2003Q3,RGDP,10,2004Q1,2.1149605,2005Q1,2.31829864,2004,1.74347999,2003,0.56837843,2003,3
2003Q3,RGDP,11,2004Q1,0.7,2005Q1,2.3,2004,1.4,2003,0.4,2003,3
2003Q3,RGDP,14,2004Q1,0.7,2005Q1,2.0,2004,1.2,2003,0.7,2003,3
2003Q3,RGDP,15,2004Q1,1.5,2005Q1,2.5,2004,2.0,2003,0.8,2003,3
2003Q3,RGDP,16,2004Q1,0.6,2005Q1,1.3,2004,1.2,2003,0.6,2003,3
2003Q3,RGDP,17,2004Q1,0.9,2005Q1,2.1,2004,1.5,2003,0.7,2003,3
2003Q3,RGDP,19,2004Q1,1.0,2005Q1,2.5,2004,1.5,2003,0.5,2003,3
2003Q3,RGDP,20,2004Q1,2.2,2005Q1,2.2,2004,2.0,2003,0.6,2003,3
2003Q3,RGDP,23,2004Q1,2.2,2005Q1,2.3,2004,1.6,2003,0.5,2003,3
2003Q3,RGDP,24,2004Q1,1.6,2005Q1,2.3,2004,1.7,2003,0.7,2003,3
2003Q3,RGDP,26,2004Q1,0.8,2005Q1,2.2,2004,1.4,2003,0.4,2003,3
2003Q3,RGDP,29,2004Q1,1.0,,,2004,1.5,2003,0.5,2003,3
2003Q3,RGDP,30,,,,,2004,1.9,2003,0.5,2003,3
2003Q3,RGDP,32,2004Q1,0.8,2005Q1,2.4,2004,2.0,2003,0.6,2003,3
2003Q3,RGDP,33,2004Q1,1.0,2005Q1,2.0,2004,1.5,2003,0.6,2003,3
2003Q3,RGDP,35,2004Q1,1.5,,,,,2003,0.6,2003,3
2003Q3,RGDP,36,2004Q1,1.2,2005Q1,1.4,2004,1.8,2003,1.3,2003,3
2003Q3,RGDP,37,2004Q1,1.0,2005Q1,2.0,2004,1.8,2003,1.0,2003,3
2003Q3,RGDP,39,2004Q1,0.9,2005Q1,2.0,2004,1.5,2003,0.5,2003,3
2003Q3,RGDP,41,2004Q1,0.8,2005Q1,2.5,2004,1.8,2003,0.6,2003,3
2003Q3,RGDP,42,2004Q1,1.485,2005Q1,2.025,2004,1.75,2003,0.775,2003,3
2003Q3,RGDP,45,,,,,2004,1.7,2003,0.9,2003,3
2003Q3,RGDP,47,2004Q1,0.8,,,2004,1.5,2003,0.5,2003,3
2003Q3,RGDP,48,,,,,2004,1.8,2003,0.6,2003,3
2003Q3,RGDP,52,2004Q1,0.6,2005Q1,2.2,2004,1.3,2003,0.3,2003,3
2003Q3,RGDP,53,2004Q1,1.0,2005Q1,2.0,2004,1.7,2003,0.5,2003,3
2003Q3,RGDP,54,2004Q1,2.0,2005Q1,3.0,2004,1.8,2003,0.7,2003,3
2003Q3,RGDP,56,2004Q1,1.2,2005Q1,2.1,2004,1.6,2003,0.7,2003,3
2003Q3,RGDP,57,2004Q1,1.5,2005Q1,2.1,2004,1.9,2003,0.8,2003,3
2003Q3,RGDP,59,2004Q1,0.9,2005Q1,2.6,2004,1.5,2003,0.5,2003,3
2003Q3,RGDP,60,2004Q1,1.5,2005Q1,2.6,2004,2.1,2003,0.7,2003,3
2003Q3,RGDP,63,2004Q1,1.5,2005Q1,2.5,2004,1.4,2003,0.4,2003,3
2003Q3,RGDP,71,2004Q1,1.1,2005Q1,2.0,2004,1.7,2003,0.5,2003,3
2003Q3,RGDP,72,2004Q1,1.0,2005Q1,2.3,2004,1.6,2003,0.7,2003,3
2003Q3,RGDP,73,2004Q1,2.0,,,2004,2.5,2003,1.0,2003,3
2003Q3,RGDP,76,2004Q1,1.0,2005Q1,1.7,2004,1.3,2003,0.6,2003,3
2003Q3,RGDP,80,2004Q1,0.5,2005Q1,0.7,2004,1.8,2003,0.6,2003,3
2003Q3,RGDP,82,2004Q1,0.6,2005Q1,1.7,2004,1.2,2003,0.4,2003,3
2003Q3,RGDP,84,,,,,2004,1.6,2003,0.7,2003,3
2003Q3,RGDP,85,2004Q1,0.8,,,2004,1.5,2003,0.5,2003,3
2003Q3,RGDP,87,2004Q1,1.3,2005Q1,2.3,2004,1.9,2003,0.6,2003,3
2003Q3,RGDP,89,2004Q1,2.1,2005Q1,2.2,2004,2.2,2003,1.0,2003,3
2003Q3,RGDP,90,2004Q1,1.0,2005Q1,2.0,2004,1.7,2003,0.6,2003,3
2003Q3,RGDP,91,2004Q1,1.8,2005Q1,2.5,2004,1.5,2003,0.7,2003,3
2003Q3,RGDP,92,2004Q1,1.2,2005Q1,1.6,2004,1.5,2003,0.9,2003,3
2003Q3,RGDP,93,2004Q1,1.0,2005Q1,2.3,2004,2.2,2003,0.8,2003,3
2003Q3,RGDP,94,2004Q1,1.5,2005Q1,2.0,2004,1.7,2003,1.0,2003,3
2003Q3,RGDP,95,2004Q1,1.3,2005Q1,2.2,2004,1.9,2003,0.7,2003,3
2003Q3,RGDP,96,2004Q1,1.0,,,2004,1.5,2003,0.6,2003,3
2003Q4,HICP,1,2004Sep,1.5,2005Sep,1.7,2004,1.5,2003,2.0,2003,4
2003Q4,HICP,3,2004Sep,1.8,2005Sep,2.0,2004,1.6,2003,2.0,2003,4
2003Q4,HICP,4,2004Sep,1.6,2005Sep,1.9,2004,1.6,2003,2.1,2003,4
2003Q4,HICP,5,2004Sep,1.8,2005Sep,1.9,2004,1.7,2003,2.1,2003,4
2003Q4,HICP,7,2004Sep,1.4,2005Sep,1.8,2004,1.5,2003,2.0,2003,4
2003Q4,HICP,10,2004Sep,1.59467053,2005Sep,1.84199918,2004,1.62528585,2003,1.88314718,2003,4
2003Q4,HICP,11,2004Sep,1.7,2005Sep,1.8,2004,1.6,2003,2.0,2003,4
2003Q4,HICP,14,2004Sep,1.5,2005Sep,1.5,2004,1.4,2003,2.1,2003,4
2003Q4,HICP,15,2004Sep,1.5,2005Sep,1.5,2004,1.6,2003,2.0,2003,4
2003Q4,HICP,16,2004Sep,1.6,2005Sep,1.4,2004,1.6,2003,1.9,2003,4
2003Q4,HICP,17,2004Sep,0.8,2005Sep,1.1,2004,1.2,2003,1.8,2003,4
2003Q4,HICP,19,2004Sep,1.2,2005Sep,2.0,2004,1.3,2003,2.1,2003,4
2003Q4,HICP,20,2004Sep,1.8,2005Sep,2.0,2004,1.7,2003,2.0,2003,4
2003Q4,HICP,22,2004Sep,1.8,2005Sep,1.8,2004,1.7,2003,2.1,2003,4
2003Q4,HICP,23,2004Sep,1.5,2005Sep,2.3,2004,1.5,2003,2.0,2003,4
2003Q4,HICP,24,2004Sep,1.3,2005Sep,1.7,2004,1.5,2003,2.0,2003,4
2003Q4,HICP,26,2004Sep,1.9,2005Sep,1.8,2004,2.0,2003,2.1,2003,4
2003Q4,HICP,29,2004Sep,1.5,,,2004,1.7,2003,2.0,2003,4
2003Q4,HICP,30,,,,,2004,1.8,2003,2.1,2003,4
2003Q4,HICP,31,2004Sep,1.5,2005Sep,1.8,2004,1.5,2003,2.0,2003,4
2003Q4,HICP,32,2004Sep,1.8,,,2004,1.7,2003,2.0,2003,4
2003Q4,HICP,33,2004Sep,1.8,2005Sep,2.0,2004,1.7,2003,2.0,2003,4
2003Q4,HICP,35,2004Sep,1.9,,,,,2003,2.0,2003,4
2003Q4,HICP,36,2004Sep,2.2,2005Sep,2.4,2004,2.2,2003,1.9,2003,4
2003Q4,HICP,37,2004Sep,2.0,2005Sep,2.0,2004,1.8,2003,2.0,2003,4
2003Q4,HICP,38,2004Sep,1.6,2005Sep,2.0,2004,1.6,2003,2.1,2003,4
2003Q4,HICP,39,2004Sep,1.2,2005Sep,1.9,2004,1.3,2003,2.0,2003,4
2003Q4,HICP,40,,,,,2004,1.7,2003,2.1,2003,4
2003Q4,HICP,41,2004Sep,1.8,2005Sep,1.8,2004,1.8,2003,2.1,2003,4
2003Q4,HICP,42,2004Sep,1.8,2005Sep,1.6,2004,1.8,2003,2.1,2003,4
2003Q4,HICP,45,,,,,2004,1.8,2003,2.1,2003,4
2003Q4,HICP,47,2004Sep,2.1,,,2004,2.0,2003,2.1,2003,4
2003Q4,HICP,48,2004Sep,2.1,,,2004,1.8,2003,2.0,2003,4
2003Q4,HICP,49,2004Sep,1.6,2005Sep,2.0,2004,1.6,2003,2.0,2003,4
2003Q4,HICP,50,2004Sep,1.9,2005Sep,1.7,2004,1.6,2003,2.0,2003,4
2003Q4,HICP,52,2004Sep,1.5,2005Sep,1.5,2004,1.5,2003,2.1,2003,4
2003Q4,HICP,53,2004Sep,1.6,2005Sep,1.8,2004,1.6,2003,2.0,2003,4
2003Q4,HICP,54,2004Sep,1.9,2005Sep,2.0,2004,1.6,2003,2.01,2003,4
2003Q4,HICP,56,2004Sep,1.8,2005Sep,2.0,2004,1.6,2003,2.0,2003,4
2003Q4,HICP,57,,,,,2004,1.8,2003,2.1,2003,4
2003Q4,HICP,59,2004Sep,1.2,2005Sep,1.7,2004,1.4,2003,2.0,2003,4
2003Q4,HICP,60,2004Sep,1.4,2005Sep,1.5,2004,1.5,2003,2.0,2003,4
2003Q4,HICP,61,2004Sep,1.4,2005Sep,1.9,2004,1.5,2003,2.0,2003,4
2003Q4,HICP,62,,,,,2004,1.25,2003,1.75,2003,4
2003Q4,HICP,67,2004Sep,2.0,2005Sep,2.0,2004,1.8,2003,2.1,2003,4
2003Q4,HICP,68,,,,,2004,1.5,2003,1.9,2003,4
2003Q4,HICP,70,,,,,2004,1.4,2003,2.0,2003,4
2003Q4,HICP,73,2004Sep,1.7,2005Sep,1.7,2004,1.7,2003,2.0,2003,4
2003Q4,HICP,76,2004Sep,1.1,,,2004,1.4,2003,2.1,2003,4
2003Q4,HICP,80,,,,,2004,1.7,2003,2.1,2003,4
2003Q4,HICP,82,2004Sep,1.1,2005Sep,0.8,2004,1.2,2003,2.0,2003,4
2003Q4,HICP,84,2004Sep,1.6,2005Sep,1.8,2004,1.7,2003,2.1,2003,4
2003Q4,HICP,85,2004Sep,1.7,,,2004,1.8,2003,2.0,2003,4
2003Q4,HICP,88,2004Sep,1.6,2005Sep,1.8,2004,1.6,2003,2.1,2003,4
2003Q4,HICP,89,2004Sep,1.5,2005Sep,1.8,2004,1.8,2003,2.1,2003,4
2003Q4,HICP,90,2004Sep,1.5,2005Sep,1.6,2004,1.4,2003,2.0,2003,4
2003Q4,HICP,91,2004Sep,1.9,2005Sep,2.0,2004,1.9,2003,2.1,2003,4
2003Q4,HICP,92,2004Sep,1.6,2005Sep,1.9,2004,1.7,2003,2.1,2003,4
2003Q4,HICP,93,2004Sep,1.9,2005Sep,2.0,2004,1.7,2003,1.8,2003,4
2003Q4,HICP,94,2004Sep,2.0,2005Sep,2.5,2004,1.8,2003,2.0,2003,4
2003Q4,HICP,95,2004Sep,1.6,2005Sep,1.6,2004,1.7,2003,2.0,2003,4
2003Q4,HICP,96,2004Sep,2.0,2005Sep,2.0,2004,2.0,2003,2.1,2003,4
2003Q4,RGDP,1,2004Q2,1.5,2005Q2,2.0,2004,1.6,2003,0.6,2003,4
2003Q4,RGDP,3,2004Q2,2.2,2005Q2,2.5,2004,1.7,2003,0.4,2003,4
2003Q4,RGDP,4,2004Q2,1.5,2005Q2,2.3,2004,1.6,2003,0.5,2003,4
2003Q4,RGDP,5,2004Q2,1.8,2005Q2,2.3,2004,1.5,2003,0.5,2003,4
2003Q4,RGDP,7,2004Q2,1.0,2005Q2,1.8,2004,1.8,2003,0.4,2003,4
2003Q4,RGDP,10,2004Q2,2.07994889,2005Q2,2.32037457,2004,1.69513054,2003,0.35187457,2003,4
2003Q4,RGDP,11,2004Q2,1.5,2005Q2,2.5,2004,1.6,2003,0.4,2003,4
2003Q4,RGDP,14,2004Q2,1.2,2005Q2,2.3,2004,1.5,2003,0.4,2003,4
2003Q4,RGDP,15,2004Q2,1.75,2005Q2,2.5,2004,2.0,2003,0.75,2003,4
2003Q4,RGDP,16,2004Q2,1.5,2005Q2,1.7,2004,1.4,2003,0.5,2003,4
2003Q4,RGDP,17,2004Q2,1.6,2005Q2,2.1,2004,1.6,2003,0.5,2003,4
2003Q4,RGDP,19,2004Q2,1.5,2005Q2,2.0,2004,1.5,2003,0.5,2003,4
2003Q4,RGDP,20,2004Q2,1.3,2005Q2,2.0,2004,1.5,2003,0.5,2003,4
2003Q4,RGDP,22,2004Q2,1.7,2005Q2,1.9,2004,1.6,2003,0.4,2003,4
2003Q4,RGDP,23,2004Q2,1.7,2005Q2,2.5,2004,2.0,2003,0.5,2003,4
2003Q4,RGDP,24,2004Q2,1.8,2005Q2,2.3,2004,1.7,2003,0.5,2003,4
2003Q4,RGDP,26,2004Q2,1.5,2005Q2,2.6,2004,1.6,2003,0.4,2003,4
2003Q4,RGDP,29,2004Q2,1.5,,,2004,1.7,2003,0.4,2003,4
2003Q4,RGDP,30,,,,,2004,1.7,2003,0.4,2003,4
2003Q4,RGDP,31,2004Q2,1.6,2005Q2,1.8,2004,1.7,2003,0.4,2003,4
2003Q4,RGDP,32,2004Q2,1.6,,,2004,1.9,2003,0.5,2003,4
2003Q4,RGDP,33,2004Q2,1.5,2005Q2,2.5,2004,1.9,2003,0.5,2003,4
2003Q4,RGDP,35,2004Q2,1.7,,,,,2003,0.6,2003,4
2003Q4,RGDP,36,2004Q2,1.0,2005Q2,1.6,2004,1.8,2003,0.5,2003,4
2003Q4,RGDP,37,2004Q2,1.5,2005Q2,2.0,2004,1.8,2003,0.5,2003,4
2003Q4,RGDP,38,2004Q2,1.3,2005Q2,2.2,2004,1.5,2003,0.4,2003,4
2003Q4,RGDP,39,2004Q2,1.1,2005Q2,1.8,2004,1.1,2003,0.4,2003,4
2003Q4,RGDP,40,,,,,2004,1.6,2003,0.4,2003,4
2003Q4,RGDP,41,2004Q2,1.4,2005Q2,2.6,2004,1.6,2003,0.4,2003,4
2003Q4,RGDP,42,2004Q2,1.6,2005Q2,2.3,2004,1.6,2003,0.5,2003,4
2003Q4,RGDP,45,,,,,2004,2.0,2003,0.5,2003,4
2003Q4,RGDP,47,2004Q2,1.3,,,2004,1.5,2003,0.4,2003,4
2003Q4,RGDP,48,2004Q2,1.4,,,2004,1.6,2003,0.5,2003,4
2003Q4,RGDP,49,2004Q2,2.3,2005Q2,2.3,2004,2.6,2003,0.4,2003,4
2003Q4,RGDP,50,2004Q2,1.4,2005Q2,2.4,2004,1.7,2003,0.2,2003,4
2003Q4,RGDP,52,2004Q2,1.4,2005Q2,2.2,2004,1.4,2003,0.4,2003,4
2003Q4,RGDP,53,2004Q2,1.5,2005Q2,2.2,2004,1.7,2003,0.5,2003,4
2003Q4,RGDP,54,2004Q2,1.5,2005Q2,2.2,2004,1.5,2003,0.4,2003,4
2003Q4,RGDP,56,2004Q2,1.3,2005Q2,2.3,2004,1.4,2003,0.4,2003,4
2003Q4,RGDP,57,2004Q2,1.8,,,2004,1.9,2003,0.4,2003,4
2003Q4,RGDP,59,2004Q2,2.1,2005Q2,2.4,2004,1.6,2003,0.3,2003,4
2003Q4,RGDP,60,2004Q2,1.9,2005Q2,2.4,2004,2.0,2003,0.4,2003,4
2003Q4,RGDP,61,2004Q2,1.4,2005Q2,2.7,2004,1.5,2003,0.3,2003,4
2003Q4,RGDP,62,,,,,2004,2.0,2003,0.6,2003,4
2003Q4,RGDP,67,,,,,2004,1.6,2003,0.5,2003,4
2003Q4,RGDP,68,2004Q2,2.0,2005Q2,2.5,2004,2.0,2003,0.6,2003,4
2003Q4,RGDP,70,,,,,2004,1.7,2003,0.5,2003,4
2003Q4,RGDP,73,,,,,2004,1.0,2003,0.5,2003,4
2003Q4,RGDP,76,2004Q2,1.5,2005Q2,2.0,2004,1.4,2003,0.5,2003,4
2003Q4,RGDP,80,,,,,2004,1.8,2003,0.4,2003,4
2003Q4,RGDP,82,2004Q2,1.3,2005Q2,1.6,2004,1.3,2003,0.4,2003,4
2003Q4,RGDP,84,,,,,2004,1.5,2003,0.5,2003,4
2003Q4,RGDP,85,2004Q2,1.5,,,2004,1.5,2003,0.5,2003,4
2003Q4,RGDP,88,2004Q2,2.3,2005Q2,2.3,2004,2.2,2003,0.5,2003,4
2003Q4,RGDP,89,2004Q2,1.8,2005Q2,2.5,2004,1.9,2003,0.5,2003,4
2003Q4,RGDP,90,2004Q2,1.6,2005Q2,2.4,2004,1.7,2003,0.5,2003,4
2003Q4,RGDP,91,2004Q2,1.8,2005Q2,2.5,2004,1.2,2003,0.4,2003,4
2003Q4,RGDP,92,2004Q2,1.9,2005Q2,2.2,2004,1.8,2003,0.5,2003,4
2003Q4,RGDP,93,2004Q2,1.5,2005Q2,2.3,2004,1.9,2003,0.5,2003,4
2003Q4,RGDP,94,2004Q2,2.0,2005Q2,2.0,2004,1.8,2003,0.5,2003,4
2003Q4,RGDP,95,2004Q2,1.9,2005Q2,2.2,2004,2.0,2003,0.5,2003,4
2003Q4,RGDP,96,2004Q2,1.5,,,2004,1.6,2003,0.5,2003,4
2004Q1,HICP,1,2004Dec,1.5,2005Dec,1.7,2005,1.7,2004,1.5,2004,1
2004Q1,HICP,2,2004Dec,1.6,2005Dec,2.0,2005,1.9,2004,1.5,2004,1
2004Q1,HICP,4,2004Dec,1.8,2005Dec,2.0,2005,1.8,2004,1.8,2004,1
2004Q1,HICP,7,2004Dec,1.6,2005Dec,1.6,2005,1.6,2004,1.7,2004,1
2004Q1,HICP,9,2004Dec,1.8,2005Dec,1.8,2005,1.8,2004,1.8,2004,1
2004Q1,HICP,11,2004Dec,1.5,2005Dec,1.6,2005,1.6,2004,1.7,2004,1
2004Q1,HICP,14,2004Dec,1.5,2005Dec,1.8,2005,1.7,2004,1.5,2004,1
2004Q1,HICP,15,2004Dec,1.5,2005Dec,1.5,2005,1.5,2004,1.7,2004,1
2004Q1,HICP,16,2004Dec,1.9,2005Dec,2.0,2005,1.9,2004,1.8,2004,1
2004Q1,HICP,17,2004Dec,1.0,2005Dec,1.3,2005,1.1,2004,1.5,2004,1
2004Q1,HICP,18,2004Dec,2.0,2005Dec,2.0,2005,1.5,2004,1.5,2004,1
2004Q1,HICP,20,2004Dec,1.6,2005Dec,1.9,2005,1.8,2004,1.8,2004,1
2004Q1,HICP,22,2004Dec,1.7,2005Dec,2.0,2005,1.9,2004,1.8,2004,1
2004Q1,HICP,23,2004Dec,1.8,2005Dec,2.2,2005,2.0,2004,1.8,2004,1
2004Q1,HICP,24,2004Dec,1.7,2005Dec,1.8,2005,1.7,2004,1.7,2004,1
2004Q1,HICP,26,2004Dec,1.5,2005Dec,1.6,2005,1.6,2004,1.7,2004,1
2004Q1,HICP,28,2004Dec,1.7,2005Dec,2.1,2005,2.0,2004,1.8,2004,1
2004Q1,HICP,29,2004Dec,1.3,2005Dec,1.7,2005,1.5,2004,1.6,2004,1
2004Q1,HICP,30,2004Dec,1.8,2005Dec,2.3,2005,2.1,2004,1.8,2004,1
2004Q1,HICP,31,2004Dec,1.6,2005Dec,1.7,2005,1.7,2004,1.8,2004,1
2004Q1,HICP,32,2004Dec,1.8,2005Dec,1.9,2005,1.9,2004,1.9,2004,1
2004Q1,HICP,35,2004Dec,2.0,,,,,2004,2.1,2004,1
2004Q1,HICP,38,2004Dec,1.5,2005Dec,1.9,2005,1.7,2004,1.6,2004,1
2004Q1,HICP,39,2004Dec,1.9,2005Dec,1.6,2005,1.8,2004,1.8,2004,1
2004Q1,HICP,41,2004Dec,1.8,2005Dec,1.8,2005,1.8,2004,1.8,2004,1
2004Q1,HICP,42,2004Dec,1.8,2005Dec,1.6,2005,1.7,2004,1.9,2004,1
2004Q1,HICP,45,,,,,2005,1.8,2004,1.8,2004,1
2004Q1,HICP,47,2004Dec,1.9,2005Dec,1.7,2005,1.7,2004,1.9,2004,1
2004Q1,HICP,49,2004Dec,1.7,2005Dec,2.1,2005,2.0,2004,1.8,2004,1
2004Q1,HICP,50,2004Dec,1.8,2005Dec,2.2,2005,2.0,2004,1.8,2004,1
2004Q1,HICP,53,2004Dec,1.8,2005Dec,1.6,2005,1.7,2004,1.9,2004,1
2004Q1,HICP,54,2004Dec,1.6,2005Dec,1.7,2005,1.5,2004,1.7,2004,1
2004Q1,HICP,56,2004Dec,1.7,2005Dec,2.0,2005,1.7,2004,1.8,2004,1
2004Q1,HICP,57,,,,,2005,1.7,2004,1.8,2004,1
2004Q1,HICP,59,2004Dec,1.3,2005Dec,1.9,2005,1.6,2004,1.7,2004,1
2004Q1,HICP,60,2004Dec,1.4,2005Dec,1.7,2005,1.6,2004,1.7,2004,1
2004Q1,HICP,61,2004Dec,2.0,2005Dec,2.0,2005,2.1,2004,1.9,2004,1
2004Q1,HICP,63,2004Dec,1.5,2005Dec,1.6,2005,1.6,2004,1.7,2004,1
2004Q1,HICP,67,2004Dec,2.0,2005Dec,2.0,2005,2.0,2004,1.9,2004,1
2004Q1,HICP,68,,,,,2005,1.7,2004,1.7,2004,1
2004Q1,HICP,70,2004Dec,1.6,2005Dec,1.9,2005,1.6,2004,1.7,2004,1
2004Q1,HICP,71,2004Dec,1.8,2005Dec,1.9,2005,1.8,2004,1.9,2004,1
2004Q1,HICP,73,2004Dec,1.8,2005Dec,1.7,2005,1.7,2004,1.7,2004,1
2004Q1,HICP,76,2004Dec,1.1,2005Dec,1.3,2005,1.1,2004,1.6,2004,1
2004Q1,HICP,80,2004Dec,1.7,2005Dec,1.6,2005,1.6,2004,1.7,2004,1
2004Q1,HICP,82,2004Dec,1.3,2005Dec,1.1,2005,1.1,2004,1.5,2004,1
2004Q1,HICP,84,2004Dec,1.7,2005Dec,1.9,2005,1.9,2004,1.8,2004,1
2004Q1,HICP,85,2004Dec,1.8,,,2005,1.9,2004,1.8,2004,1
2004Q1,HICP,88,2004Dec,1.7,2005Dec,1.7,2005,1.7,2004,1.7,2004,1
